loan_id,customer_id,issue_date,loan_amount,term_months,interest_rate,loan_status
1059,C00059,2023-04-21,5235,48,16.7,Closed
1060,C00060,2021-06-16,47929,36,15.83,Active
1061,C00061,2021-10-01,6908,36,16.8,Active
1062,C00062,2022-01-23,13567,12,15.46,Active
1063,C00063,2022-08-24,41298,24,16.89,Active
1064,C00064,2021-11-12,10256,36,14.3,Active
1065,C00065,2021-01-14,24019,24,11.06,Active
1066,C00066,2021-08-30,13162,24,9.68,Charged_Off
1067,C00067,2023-02-16,10415,12,8.96,Closed
1068,C00068,2021-12-12,41159,36,11.69,Active
1069,C00069,2022-07-19,48925,12,8.65,Active
1070,C00070,2023-06-17,10951,12,15.94,Active
1071,C00071,2021-12-06,26852,36,11.97,Active
1072,C00072,2021-04-02,13007,36,19.54,Charged_Off
1073,C00073,2022-01-02,46832,48,9.04,Active
1074,C00074,2022-03-31,35523,48,11.17,Active
1075,C00075,2022-03-04,28325,24,18.22,Active
1076,C00076,2022-05-24,26204,36,16.38,Active
1077,C00077,2023-02-15,20524,48,8.9,Closed
1078,C00078,2021-02-04,24282,24,20.28,Closed
1079,C00079,2021-07-25,28930,24,20.28,Closed
1080,C00080,2021-03-22,5077,24,12.63,Active
1081,C00081,2022-07-16,45345,48,12.77,Closed
1082,C00082,2023-05-22,25611,36,21.85,Closed
1083,C00083,2022-01-23,21984,12,16.77,Closed
1084,C00084,2021-01-02,19060,24,15.44,Active
1085,C00085,2022-01-25,22449,48,19.73,Active
1086,C00086,2022-07-20,23520,48,11.99,Closed
1087,C00087,2021-04-16,48303,12,14.01,Closed
1088,C00088,2023-02-11,14510,12,11.75,Active
1089,C00089,2023-04-02,34287,48,19.05,Active
1090,C00090,2022-04-22,33173,36,16.03,Active
1091,C00091,2022-12-04,44711,12,17.22,Closed
1092,C00092,2022-02-06,16954,48,11.53,Active
1093,C00093,2022-12-31,12804,12,11.08,Charged_Off
1094,C00094,2022-07-10,11565,36,14.84,Active
1095,C00095,2021-06-11,10984,24,18.33,Charged_Off
1096,C00096,2021-07-21,26526,12,15.35,Closed
1097,C00097,2021-09-27,42438,36,8.46,Active
1098,C00098,2023-05-13,23574,48,20.16,Closed
1099,C00099,2023-03-27,14184,12,8.91,Active
1100,C00100,2021-09-28,24096,12,21.38,Charged_Off
1101,C00101,2022-04-01,7192,48,8.35,Closed
1102,C00102,2022-04-07,39016,24,17.72,Active
1103,C00103,2022-12-28,16246,48,9.15,Closed
1104,C00104,2021-09-09,23381,12,20.75,Charged_Off
1105,C00105,2022-12-03,41455,48,14.5,Active
1106,C00106,2021-10-23,31727,36,9.93,Closed
1107,C00107,2022-12-26,9018,48,12.77,Closed
1108,C00108,2022-12-21,16302,12,10.31,Closed
1109,C00109,2023-01-19,6970,48,10.39,Active
1110,C00110,2021-12-04,46157,24,21.27,Active
1111,C00111,2023-05-29,32202,48,14.23,Active
1112,C00112,2021-02-22,36110,24,19.04,Closed
1113,C00113,2023-03-03,22586,36,16.95,Active
1114,C00114,2021-08-05,29519,24,17.47,Charged_Off
1115,C00115,2023-02-03,36273,48,9.84,Active
1116,C00116,2021-07-07,26951,12,11.28,Closed
1117,C00117,2022-01-15,20374,24,19.01,Active
1118,C00118,2022-05-08,10788,36,21.59,Active
1119,C00119,2021-02-10,10408,24,11.68,Active
1120,C00120,2021-06-06,30053,24,11.8,Active
1121,C00121,2021-01-15,14446,24,14.62,Closed
1122,C00122,2023-03-24,5922,36,21.77,Charged_Off
1123,C00123,2021-03-06,38187,48,11.77,Closed
1124,C00124,2023-05-07,15789,24,13.7,Charged_Off
1125,C00125,2023-04-19,37184,24,20.48,Closed
1126,C00126,2022-06-05,6120,12,8.04,Closed
1127,C00127,2021-12-10,49028,36,8.56,Closed
1128,C00128,2021-05-09,37154,24,16.46,Closed
1129,C00129,2022-10-10,22334,36,20.7,Active
1130,C00130,2022-04-17,7336,24,11.34,Closed
1131,C00131,2021-03-04,43141,48,14.57,Active
1132,C00132,2021-05-19,7243,48,14.31,Closed
1133,C00133,2022-05-14,24029,24,14.62,Closed
1134,C00134,2022-08-16,37265,48,16.72,Active
1135,C00135,2022-01-27,42380,24,14.58,Active
1136,C00136,2022-11-06,48872,48,14.26,Charged_Off
1137,C00137,2022-02-23,28710,12,14.64,Closed
1138,C00138,2021-10-16,34486,12,16.27,Active
1139,C00139,2022-01-14,11371,12,15.52,Closed
1140,C00140,2023-02-12,11359,36,19.96,Closed
1141,C00141,2022-05-05,45631,36,8.69,Active
1142,C00142,2021-08-19,40996,12,19.67,Charged_Off
1143,C00143,2021-02-10,25103,36,19.81,Closed
1144,C00144,2021-01-28,19382,48,11.99,Active
1145,C00145,2021-05-15,23755,24,14.48,Closed
1146,C00146,2021-07-20,40659,24,14.14,Closed
1147,C00147,2023-04-20,8756,24,11.06,Active
1148,C00148,2023-02-19,25609,12,13.56,Active
1149,C00149,2021-02-02,21478,36,8.62,Active
1150,C00150,2021-02-17,40442,48,11.89,Closed
1151,C00151,2022-05-18,44666,48,19.43,Closed
1152,C00152,2022-02-11,15147,12,11.98,Closed
1153,C00153,2022-07-28,38561,48,19.45,Charged_Off
1154,C00154,2022-12-29,39884,48,15.44,Closed
1155,C00155,2023-03-16,10779,48,20.32,Active
1156,C00156,2021-04-09,17298,48,16.05,Active
1157,C00157,2022-11-15,19153,36,8.42,Active
1158,C00158,2023-05-22,48879,48,17.46,Active
1159,C00159,2022-12-27,15789,24,8.63,Closed
1160,C00160,2022-07-01,49165,12,14.31,Closed
1161,C00161,2023-01-09,17999,36,21.01,Active
1162,C00162,2022-09-05,5814,48,10.31,Closed
1163,C00163,2022-04-07,15541,36,13.46,Closed
1164,C00164,2022-10-05,29938,48,18.22,Active
1165,C00165,2023-02-08,7443,24,20.35,Active
1166,C00166,2021-01-05,15457,12,17.39,Active
1167,C00167,2021-08-06,15380,48,11.61,Active
1168,C00168,2022-05-18,12783,48,17.44,Charged_Off
1169,C00169,2023-02-06,49241,48,12.15,Active
1170,C00170,2022-02-02,22368,48,18.06,Active
1171,C00171,2023-05-21,20328,12,21.36,Active
1172,C00172,2023-03-06,31215,12,18.1,Charged_Off
1173,C00173,2022-01-28,38595,24,20.08,Active
1174,C00174,2021-07-26,32306,12,8.03,Active
1175,C00175,2021-01-15,24915,48,18.05,Active
1176,C00176,2023-05-08,44915,24,19.61,Active
1177,C00177,2022-07-08,42219,24,8.57,Active
1178,C00178,2023-06-11,20343,24,20.2,Closed
1179,C00179,2022-04-06,43727,48,11.59,Active
1180,C00180,2022-11-22,5126,36,17.31,Active
1181,C00181,2022-07-29,32632,48,19.2,Closed
1182,C00182,2023-05-14,46563,12,17.28,Active
1183,C00183,2023-01-13,49409,12,9.29,Active
1184,C00184,2021-08-29,25530,48,16.35,Active
1185,C00185,2022-07-18,44964,48,15.69,Charged_Off
1186,C00186,2021-04-06,49327,24,20.6,Active
1187,C00187,2023-06-19,8368,48,13.66,Closed
1188,C00188,2023-01-04,8797,24,12.5,Closed
1189,C00189,2022-04-30,18718,12,18.5,Active
1190,C00190,2022-02-11,39560,24,13.78,Charged_Off
1191,C00191,2021-08-19,16053,48,17.05,Active
1192,C00192,2023-01-19,27116,12,17.05,Active
1193,C00193,2022-10-17,41244,36,20.43,Closed
1194,C00194,2021-06-20,41185,24,16.38,Closed
1195,C00195,2022-06-25,6645,12,15.03,Closed
1196,C00196,2021-02-05,24256,24,9.94,Active
1197,C00197,2022-06-09,40840,12,9.62,Active
1198,C00198,2021-06-09,39622,12,10.16,Closed
1199,C00199,2023-04-19,42430,24,10.41,Active
1200,C00200,2022-11-30,44282,36,16.93,Active
1201,C00201,2021-08-31,7708,12,18.37,Active
1202,C00202,2021-03-27,16694,12,15.42,Active
1203,C00203,2023-03-07,14524,12,19.61,Closed
1204,C00204,2022-08-01,36880,36,21.88,Active
1205,C00205,2022-11-13,44224,36,19.48,Charged_Off
1206,C00206,2022-07-11,41980,48,17.73,Active
1207,C00207,2022-07-28,37409,24,15.45,Closed
1208,C00208,2022-10-08,18224,36,14.28,Active
1209,C00209,2023-03-07,45738,24,9.18,Active
1210,C00210,2021-01-28,30150,48,13.59,Active
1211,C00211,2022-09-12,39393,24,20.74,Active
1212,C00212,2022-07-10,48082,36,19.31,Active
1213,C00213,2021-12-06,12973,24,11.02,Charged_Off
1214,C00214,2023-03-09,13577,36,14.53,Closed
1215,C00215,2021-11-27,13070,24,19.43,Active
1216,C00216,2022-10-02,13666,36,8.94,Active
1217,C00217,2022-05-21,41368,36,13.42,Active
1218,C00218,2021-12-14,11783,24,19.93,Closed
1219,C00219,2022-04-18,46914,48,13.65,Closed
1220,C00220,2021-08-19,9971,12,9.09,Charged_Off
1221,C00221,2021-07-09,18490,48,15.6,Active
1222,C00222,2021-08-13,6990,24,20.06,Active
1223,C00223,2022-01-20,10299,48,16.26,Active
1224,C00224,2022-01-12,24956,36,11.17,Closed
1225,C00225,2021-10-10,27359,12,13.38,Closed
1226,C00226,2022-09-25,42148,24,14.3,Closed
1227,C00227,2022-09-20,33734,24,16.11,Closed
1228,C00228,2023-01-15,9757,24,18.63,Active
1229,C00229,2021-09-16,24097,12,9.38,Closed
1230,C00230,2021-12-25,15395,36,20.46,Active
1231,C00231,2022-12-11,21241,24,8.17,Closed
1232,C00232,2022-04-01,43356,48,13.18,Active
1233,C00233,2022-02-15,32696,24,8.38,Active
1234,C00234,2022-10-11,9944,24,13.5,Charged_Off
1235,C00235,2021-11-14,24816,24,15.36,Closed
1236,C00236,2022-11-08,42011,24,15.16,Closed
1237,C00237,2021-08-13,29917,36,10.32,Active
1238,C00238,2023-03-30,36195,48,17.04,Closed
1239,C00239,2021-08-22,26566,36,8.63,Active
1240,C00240,2022-11-15,14916,48,18.67,Closed
1241,C00241,2022-10-26,25806,24,21.25,Active
1242,C00242,2023-04-07,14984,12,12.76,Charged_Off
1243,C00243,2022-01-09,6759,36,15.24,Charged_Off
1244,C00244,2022-11-03,46949,12,13.3,Closed
1245,C00245,2022-08-31,31838,36,8.09,Active
1246,C00246,2022-04-17,7482,24,13.4,Active
1247,C00247,2021-08-21,29442,36,19.08,Closed
1248,C00248,2022-11-23,38719,24,16.34,Active
1249,C00249,2021-04-23,32965,36,9.42,Closed
1250,C00250,2023-04-10,7079,24,19.86,Active
1251,C00251,2022-05-12,7717,24,15.44,Active
1252,C00252,2022-03-18,32952,48,19.78,Charged_Off
1253,C00253,2022-07-18,25908,24,16.12,Closed
1254,C00254,2021-09-25,47460,48,15.84,Closed
1255,C00255,2022-05-25,29861,24,9.47,Closed
1256,C00256,2023-03-18,12311,12,10.34,Active
1257,C00257,2022-01-21,33071,24,21.61,Closed
1258,C00258,2022-01-22,28570,12,11.2,Active
1259,C00259,2021-04-23,23449,12,21.68,Charged_Off
1260,C00260,2022-09-05,38536,24,15.45,Closed
1261,C00261,2022-09-17,43258,12,9.9,Active
1262,C00262,2021-03-22,33865,48,9.39,Closed
1263,C00263,2022-11-30,11645,36,10.92,Closed
1264,C00264,2021-04-23,43000,24,20.96,Active
1265,C00265,2021-01-02,31737,12,13.8,Charged_Off
1266,C00266,2022-10-04,16485,24,13.54,Active
1267,C00267,2021-08-08,43565,48,12.38,Active
1268,C00268,2022-07-20,30522,24,10.06,Active
1269,C00269,2023-05-05,17342,24,14.83,Active
1270,C00270,2023-01-06,45806,12,9.82,Closed
1271,C00271,2021-08-13,18087,48,19.7,Closed
1272,C00272,2022-01-20,42641,36,13.19,Closed
1273,C00273,2022-02-07,39249,36,13.25,Closed
1274,C00274,2022-09-30,15093,12,14.64,Active
1275,C00275,2021-05-10,21438,24,14.22,Active
1276,C00276,2021-02-22,45411,12,21.93,Active
1277,C00277,2022-11-15,31399,12,15.64,Active
1278,C00278,2022-12-31,24846,12,9.23,Closed
1279,C00279,2022-11-03,20708,24,16.5,Active
1280,C00280,2022-12-11,49039,48,10.12,Active
1281,C00281,2022-02-20,15998,12,8.43,Active
1282,C00282,2021-09-04,35678,24,21.59,Charged_Off
1283,C00283,2023-04-16,15682,48,18.83,Charged_Off
1284,C00284,2022-03-15,13519,12,21.72,Closed
1285,C00285,2021-07-22,36480,36,14.69,Charged_Off
1286,C00286,2021-07-03,24694,48,15.45,Closed
1287,C00287,2021-05-03,8300,12,10.36,Closed
1288,C00288,2022-02-05,11722,48,11.46,Active
1289,C00289,2023-02-06,44986,48,19.74,Closed
1290,C00290,2021-10-21,29160,48,12.99,Closed
1291,C00291,2021-10-07,25059,48,19.58,Closed
1292,C00292,2023-04-17,40822,48,17.93,Closed
1293,C00293,2023-06-03,18575,48,10.48,Active
1294,C00294,2022-09-02,12970,12,15.1,Closed
1295,C00295,2021-07-17,39911,36,17.48,Charged_Off
1296,C00296,2022-05-26,26591,24,11.29,Active
1297,C00297,2023-01-22,36821,48,19.63,Closed
1298,C00298,2021-05-24,14503,24,15.63,Active
1299,C00299,2022-09-01,23922,12,10.31,Closed
1300,C00300,2021-07-20,17175,48,16.16,Closed
1301,C00301,2021-05-04,46124,36,22.0,Active
1302,C00302,2021-07-06,26389,24,10.11,Closed
1303,C00303,2021-11-22,5822,48,19.43,Active
1304,C00304,2022-04-09,22327,12,10.9,Closed
1305,C00305,2021-12-15,11150,36,18.95,Active
1306,C00306,2023-02-10,9425,24,18.28,Closed
1307,C00307,2022-10-22,21032,24,12.21,Active
1308,C00308,2023-02-03,7198,48,12.56,Closed
1309,C00309,2022-02-07,25079,36,19.1,Active
1310,C00310,2021-12-12,41220,36,14.46,Closed
1311,C00311,2022-05-26,46874,36,18.23,Charged_Off
1312,C00312,2021-05-27,18859,36,10.07,Charged_Off
1313,C00313,2021-05-28,36419,12,19.94,Closed
1314,C00314,2023-05-14,13705,36,17.95,Closed
1315,C00315,2022-12-12,47880,24,20.7,Active
1316,C00316,2023-03-31,28236,24,9.85,Active
1317,C00317,2022-05-04,27419,12,16.3,Active
1318,C00318,2022-10-02,24978,24,16.39,Closed
1319,C00319,2022-07-05,42609,24,12.95,Charged_Off
1320,C00320,2021-12-04,20358,36,14.42,Active
1321,C00321,2023-05-22,39177,24,8.53,Charged_Off
1322,C00322,2022-10-03,34378,12,18.44,Closed
1323,C00323,2023-02-18,42334,36,15.69,Closed
1324,C00324,2022-04-18,16382,48,8.81,Active
1325,C00325,2021-05-31,19596,36,17.53,Active
1326,C00326,2022-02-19,38572,12,14.53,Closed
1327,C00327,2021-10-25,18221,36,8.48,Closed
1328,C00328,2022-09-03,6279,36,21.57,Active
1329,C00329,2021-09-20,12083,12,21.29,Closed
1330,C00330,2023-02-03,48861,36,15.18,Closed
1331,C00331,2021-05-24,22771,12,9.31,Closed
1332,C00332,2021-12-12,34975,12,18.56,Charged_Off
1333,C00333,2022-09-16,24063,48,14.89,Active
1334,C00334,2022-07-26,7106,24,12.23,Active
1335,C00335,2023-05-31,29557,24,14.88,Closed
1336,C00336,2021-01-02,25607,36,15.31,Active
1337,C00337,2023-06-16,42599,36,15.88,Active
1338,C00338,2021-10-31,33529,48,14.18,Active
1339,C00339,2021-09-11,40954,48,16.48,Active
1340,C00340,2022-10-14,32856,48,20.86,Active
1341,C00341,2022-03-29,7573,12,13.07,Active
1342,C00342,2021-02-06,17808,48,18.16,Active
1343,C00343,2021-06-09,40367,48,20.52,Active
1344,C00344,2021-01-09,41801,36,14.38,Closed
1345,C00345,2021-08-21,46196,48,14.21,Closed
1346,C00346,2021-04-09,39072,12,16.43,Closed
1347,C00347,2022-10-21,28752,12,16.28,Active
1348,C00348,2023-03-27,22685,36,19.29,Active
1349,C00349,2021-07-27,46401,48,14.67,Closed
1350,C00350,2021-05-11,16372,48,21.95,Closed
1351,C00351,2022-02-08,13996,12,8.83,Active
1352,C00352,2021-06-01,21458,48,8.04,Active
1353,C00353,2021-02-23,36889,48,16.96,Charged_Off
1354,C00354,2021-04-30,31665,48,12.18,Active
1355,C00355,2022-11-04,43243,24,11.37,Active
1356,C00356,2022-09-20,36653,36,12.37,Closed
1357,C00357,2022-08-10,31657,24,11.58,Active
1358,C00358,2022-09-17,44952,36,8.43,Active
1359,C00359,2022-02-24,27180,12,21.6,Active
1360,C00360,2022-02-26,36896,48,11.09,Closed
1361,C00361,2021-04-14,17875,36,18.28,Active
1362,C00362,2023-05-02,6622,24,18.68,Active
1363,C00363,2021-09-11,45809,48,21.01,Active
1364,C00364,2021-08-15,21725,12,8.43,Closed
1365,C00365,2021-04-22,45760,36,20.21,Active
1366,C00366,2022-05-25,20646,36,15.38,Charged_Off
1367,C00367,2022-04-18,22029,36,16.86,Active
1368,C00368,2021-04-09,34402,48,17.02,Charged_Off
1369,C00369,2021-06-02,9263,24,19.48,Charged_Off
1370,C00370,2023-05-11,35987,24,12.67,Active
1371,C00371,2023-06-15,13646,36,18.26,Active
1372,C00372,2023-05-28,32529,12,15.4,Active
1373,C00373,2021-12-04,16664,12,19.11,Active
1374,C00374,2022-12-07,40737,24,21.87,Closed
1375,C00375,2023-04-02,40796,12,10.81,Active
1376,C00376,2021-06-12,29027,24,21.93,Active
1377,C00377,2022-12-21,34373,36,9.26,Active
1378,C00378,2022-11-12,41397,24,8.03,Charged_Off
1379,C00379,2021-06-10,25609,24,8.62,Active
1380,C00380,2022-08-03,40835,36,12.78,Active
1381,C00381,2023-03-12,43709,12,16.86,Active
1382,C00382,2022-02-02,24250,24,8.97,Charged_Off
1383,C00383,2021-10-04,26172,24,8.08,Closed
1384,C00384,2023-03-27,16555,36,21.12,Active
1385,C00385,2022-05-19,26874,12,19.51,Active
1386,C00386,2023-06-15,18081,24,19.33,Active
1387,C00387,2022-01-27,29063,36,20.38,Active
1388,C00388,2021-05-15,11819,24,17.8,Charged_Off
1389,C00389,2021-07-14,30712,48,9.46,Closed
1390,C00390,2022-02-05,29762,36,13.59,Active
1391,C00391,2022-10-02,16046,12,18.12,Closed
1392,C00392,2021-02-02,36463,12,11.92,Active
1393,C00393,2022-11-19,33769,12,17.62,Closed
1394,C00394,2022-04-05,28150,12,8.34,Closed
1395,C00395,2023-06-02,7711,24,12.29,Active
1396,C00396,2022-04-15,9853,24,15.69,Closed
1397,C00397,2022-01-10,34077,12,16.85,Active
1398,C00398,2021-01-22,28863,12,16.08,Active
1399,C00399,2023-01-20,26792,12,17.77,Active
1400,C00400,2022-11-01,45483,24,8.09,Active
1401,C00401,2021-02-07,13942,12,9.41,Closed
1402,C00402,2021-08-18,6762,12,20.17,Charged_Off
1403,C00403,2021-12-31,36987,48,17.54,Closed
1404,C00404,2022-07-17,20850,48,9.58,Closed
1405,C00405,2022-03-14,17112,12,19.79,Closed
1406,C00406,2023-02-15,29058,36,11.39,Active
1407,C00407,2021-10-10,43890,12,14.7,Active
1408,C00408,2021-01-27,5481,48,10.03,Active
1409,C00409,2021-08-14,37921,36,17.94,Closed
1410,C00410,2021-10-04,45385,36,17.34,Charged_Off
1411,C00411,2023-03-09,6524,12,10.96,Active
1412,C00412,2022-09-01,39888,48,20.09,Closed
1413,C00413,2021-10-11,20048,48,13.62,Closed
1414,C00414,2023-05-29,40111,36,12.1,Closed
1415,C00415,2022-04-26,42904,12,10.13,Active
1416,C00416,2022-03-29,39008,24,11.73,Active
1417,C00417,2023-04-09,5060,24,8.31,Active
1418,C00418,2023-03-27,14130,48,16.17,Active
1419,C00419,2022-10-21,23023,24,19.79,Active
1420,C00420,2022-05-31,18350,48,15.69,Closed
1421,C00421,2022-07-01,29354,48,11.07,Active
1422,C00422,2021-07-11,33145,48,8.47,Closed
1423,C00423,2021-02-18,39020,24,11.0,Active
1424,C00424,2022-05-27,25587,48,13.83,Closed
1425,C00425,2021-01-17,46131,36,18.63,Active
1426,C00426,2021-06-21,14650,12,10.63,Closed
1427,C00427,2021-08-08,24933,12,18.08,Charged_Off
1428,C00428,2021-06-07,25581,48,20.14,Active
1429,C00429,2022-04-22,28393,12,14.36,Active
1430,C00430,2021-02-15,28051,24,19.5,Closed
1431,C00431,2022-01-08,31212,24,15.77,Active
1432,C00432,2022-06-02,9090,12,16.92,Active
1433,C00433,2021-04-09,11960,24,15.37,Active
1434,C00434,2023-06-11,40772,12,14.48,Active
1435,C00435,2023-01-15,26520,12,11.29,Closed
1436,C00436,2021-02-06,41408,12,12.24,Active
1437,C00437,2021-10-07,33470,48,12.06,Closed
1438,C00438,2021-12-15,25491,12,15.89,Closed
1439,C00439,2022-05-12,6341,48,9.68,Closed
1440,C00440,2021-10-29,49623,12,20.84,Closed
1441,C00441,2021-06-30,29791,12,18.09,Closed
1442,C00442,2022-08-30,5338,12,13.62,Active
1443,C00443,2021-04-09,10895,24,10.22,Closed
1444,C00444,2022-12-01,17254,48,20.35,Closed
1445,C00445,2021-04-26,16344,48,19.53,Closed
1446,C00446,2021-07-10,6750,12,18.1,Closed
1447,C00447,2021-09-10,7421,12,11.8,Active
1448,C00448,2021-06-10,44887,24,13.63,Active
1449,C00449,2021-09-13,10319,24,9.44,Closed
1450,C00450,2021-11-19,20896,24,10.65,Active
1451,C00451,2021-05-08,16918,48,18.96,Closed
1452,C00452,2021-01-18,30064,48,18.01,Active
1453,C00453,2023-03-04,32935,48,16.31,Active
1454,C00454,2023-01-05,42641,12,20.54,Active
1455,C00455,2022-07-20,34711,48,16.17,Active
1456,C00456,2022-07-24,9806,36,14.54,Active
1457,C00457,2021-11-19,46360,36,12.77,Active
1458,C00458,2023-05-22,17182,24,21.17,Charged_Off
1459,C00459,2022-11-17,27297,48,9.16,Closed
1460,C00460,2023-03-03,24541,36,21.03,Active
1461,C00461,2022-09-18,33921,24,19.57,Closed
1462,C00462,2021-10-15,21774,48,9.82,Closed
1463,C00463,2023-05-04,49813,12,15.91,Closed
1464,C00464,2022-10-25,42198,36,20.13,Active
1465,C00465,2022-10-01,13820,12,16.01,Closed
1466,C00466,2021-06-04,29070,48,20.7,Closed
1467,C00467,2022-05-05,9232,36,21.2,Active
1468,C00468,2022-01-21,16122,48,13.91,Active
1469,C00469,2023-02-24,20023,12,13.28,Closed
1470,C00470,2021-04-14,13007,36,21.11,Active
1471,C00471,2022-01-28,22905,12,17.45,Closed
1472,C00472,2023-03-22,46786,48,9.62,Active
1473,C00473,2021-09-03,34398,48,8.59,Charged_Off
1474,C00474,2021-06-25,39268,12,15.9,Closed
1475,C00475,2021-02-08,11737,36,21.02,Active
1476,C00476,2022-04-22,41062,12,19.82,Active
1477,C00477,2022-11-13,30510,48,17.46,Closed
1478,C00478,2023-01-29,24426,12,9.95,Closed
1479,C00479,2022-06-22,42265,48,11.56,Closed
1480,C00480,2023-05-17,22850,12,20.26,Active
1481,C00481,2023-03-29,5614,36,10.56,Active
1482,C00482,2022-02-12,26776,36,11.9,Active
1483,C00483,2022-06-09,29077,12,9.81,Closed
1484,C00484,2023-04-08,14374,12,17.47,Active
1485,C00485,2022-05-21,40435,36,21.22,Active
1486,C00486,2023-04-05,35907,48,11.77,Closed
1487,C00487,2021-02-05,18409,36,14.66,Charged_Off
1488,C00488,2022-11-16,21514,48,16.88,Active
1489,C00489,2021-01-20,34866,12,21.99,Active
1490,C00490,2021-11-17,7983,12,9.47,Closed
1491,C00491,2023-02-15,36705,48,14.98,Closed
1492,C00492,2022-05-27,25662,12,13.39,Active
1493,C00493,2022-02-04,28510,48,20.12,Charged_Off
1494,C00494,2022-10-16,17651,24,14.66,Closed
1495,C00495,2023-06-02,45998,36,9.55,Active
1496,C00496,2022-04-16,33535,24,16.88,Active
1497,C00497,2021-05-23,11640,48,18.79,Active
1498,C00498,2021-04-02,49547,36,8.04,Closed
1499,C00499,2021-12-20,20317,48,20.03,Active
1500,C00500,2023-04-14,12564,36,10.6,Closed
1501,C00501,2023-03-11,32345,36,15.73,Closed
1502,C00502,2022-12-28,33687,36,13.82,Active
1503,C00503,2023-05-04,18737,36,18.08,Closed
1504,C00504,2021-02-20,14323,48,13.2,Charged_Off
1505,C00505,2022-10-27,20229,36,20.18,Active
1506,C00506,2022-11-29,49481,36,18.23,Active
1507,C00507,2022-07-29,13502,24,17.07,Active
1508,C00508,2021-07-09,5545,12,19.15,Closed
1509,C00509,2021-05-05,42114,12,18.56,Charged_Off
1510,C00510,2021-05-30,34430,24,8.5,Active
1511,C00511,2021-11-10,14996,24,13.53,Closed
1512,C00512,2022-07-24,32788,48,21.03,Active
1513,C00513,2021-12-08,34969,48,9.76,Active
1514,C00514,2021-11-01,18919,48,18.32,Active
1515,C00515,2022-11-23,8810,24,21.64,Active
1516,C00516,2022-11-13,35586,24,8.73,Active
1517,C00517,2023-04-18,44974,36,17.55,Closed
1518,C00518,2023-02-22,46773,48,14.55,Active
1519,C00519,2021-02-23,21371,48,16.11,Charged_Off
